videoId,title,movieName,genres,subtitles,word_count
KoVnzw4nP10,Bodkin | Official Trailer | Netflix,Bodkin,"['Animation', 'Adventure']","Yeah? Hi there. Are you Bridgit Pierce? You the podcasters? Yes. Yes, we are. Okay. I'm a journalist. I'm still consulting
on a true-crime podcast in the arse end of nowhere. I've always thought that Ireland
was the most beautiful country in the world. All I see is ****. Fields and fields of ****. Twenty-one years ago,
three people disappeared. On the Irish Night of the Dead,
Samhain. So cool. -Nice sunglasses.
-**** off. We've never even had
a serial killer in Ireland. We're a naturally good people. There's an island of nuns
teaching yoga. It just keeps getting better! We need to find the real Bodkin. Bad things happen here
just like everywhere else. I hear you're interested in the lads
that went missing. I know what happened to them.
They were attacked. By horses. You should never trust a horse. You lads seem
awful interested in the past. Our lives aren't fodder
for your entertainment. The three of youse poking around
in everything will lead to no good. We are being threatened.
It means there's a story here. This is extremely good news. This is my podcast. I make the rules. What did you do? Whatever happened that night
is still important to someone. I came to Bodkin
expecting a simple cold case. What if the cold case… isn't cold? Do you lads like a bit of a party? Well, yeah. Yeah. Sure. ****'s sake.",237
dE2wUVknVj8,The Blind | Official Trailer (2023) | The True Story of the Robertson Family,The Blind,"['Drama', 'Family']","You hear these rare stories of how the impossible happened. Miss Kay Carroway Hey Phil. Phil: ""I promise to love..."" Kay: ""And be with you..."" Both: ""...forever."" This is one of those stories You can do just about anything you set your mind to, Phil Robertson. But it's the drink... He becomes the devil, Si. You know that ain't your brother. Why you bringin' the preacher man 'round here? I heard you might be needin' one. We're fine! I don't think we are, Phil. I ain't the problem, you're the problem. Get out.  At some point in our lives,  we are all going to feel desperately alone, and we realize that we ain't never alone. Someday, you're gonna have to fight for your marriage. When things get tough, that's what you do. You fight. You must be one of Kay's friends. I know Phil ain't got no good lookin' friends. This is my sister. Well now I was just bein' friendly. Why don't you be friendly in that direction over there? Yeah, OK.",173
_aBF_v0gvpQ,Janet Planet | Official Trailer HD | A24,Janet Planet,['Drama'],"Can I hold your hand? It's kind of hard for me to fall asleep when we're holding hands. How about for a minute? You know what's funny? What? Every moment of my life is hell. You actually seem very happy to me a lot of the time. It's hell. I don't think it'll last though. I'm actually pretty unhappy too. Wayne has a migraine. You had a headache yesterday. He thinks maybe I transferred it to him. So, what do you do for fun, Lacy? Wouldn't you rather be
hanging out with your friends? I don't have any friends. Why?
I don't know. It's a complete mystery to me. You're a beautiful person, Janet. But objectively, you
do make bad decisions. Well, who knows? Well, you know. I've always had this knowledge that I could make any man fall in love with me if I really tried and I think maybe it's ruined my life. Can you stop? Stop what? Stop trying. Before the universe
existed, there was nothing. And out of nothing came something, bang. Everything changes in an instant. What are we even talking about
when we talk about others? So, what do I do? You want me to tell you what to do? Yes.",207
qQlr9-rF32A,Despicable Me 4 | Official Trailer,Despicable Me 4,"['Animation', 'Family', 'Comedy', 'Adventure']","Hello, everybody! Gru, what's up?
Yay, Gru! Wait a minute! Three girls, one wife,
something is missing. This guy! Ooh, there's my boy! I know you love your Dada. Go on, say it, ""Dada."" ""Da-da."" Yes, of course he loves you! He just... He just doesn't
show it on his face- Or with his body language. Right, Gru Jr.? Come on. Illumination! Gru, I need a word with you. Your family's lives are at stake. What?! Max Superball has escaped from prison. I'm coming for my revenge, Gru! We have to get to the safe house. It has a vending machine! Oh! I love this place! Ow! The most important part of a heist is being aware of potential dangers. I tranqed myself! No! What? Aw. No, no. Intruders! Ah-ha! Thanks, Ron. Hey, no, oh no! Fire in the hole!",140
rnLmKoHPGm0,The Truth vs. Alex Jones | Official Trailer | HBO,The Truth vs. Alex Jones,['Documentary'],"ALEX JONES: Thank you so much
 for joining us. There is a reported
school shooting in Connecticut.  I said, ""They are going
 to come after our guns. Look for mass shootings."" And then magically, it happened.
This is staged. That's when our world
turned upside down. Again. Alex Jones is the most polarizing figure
 in this nation. It's hard being a white person. SPEAKER: InfoWars was thought of
as a fringe organization. But at its height, more people
were watching than CNN. Unlike controlled media,
I try to tell the truth. The government will not tell you that during increased
radiation levels, you need more iodine. SPEAKER 2: He turned some story
into a need for a supplement. You got parents method acting. The green screens and the lies.
 It's not real. What do you mean
this didn't happen? SPEAKER 3: It started less than
48 hours after the shooting, and then it grew exponentially. JONES: We need to analyze
 all these videos now. SPEAKER 4:
Emails, letters threatening us. SPEAKER 5: It was a contagion
spreading to billions of people. And it was only getting worse. And that's when I filed
the lawsuit against Alex Jones. -BAILIFF: All rise.
-JONES: This is a show trial. The most egregious case of
defamation in American history. Seventy-five million people
 believe that Sandy Hook  -was staged.
-(SIGHS) I believe they're being
fed and manipulated. You believe everything you say
is true, but it isn't. SPEAKER 6: Let's talk about
InfoWars' business model. You put out a story,
it gets people's attention. JONES: Go to infowarsstore.com. SPEAKER 7: InfoWars is actually
an infomercial, right? SPEAKER 6: These families
 have been hunted. And Jones is getting rich
 off it.  It's just so obvious
 what they're doing. That's how he runs his empire.
And that needs to be stopped. JUDGE: You must tell the truth
 while you testify. JONES:
I believe I told the truth. This is a kangaroo court. This is a political action.
 It's a witch hunt. This is not your show. The ladies and gentlemen of
the jury have reached a verdict. I hope to accomplish
and era of truth. Please.",359
9XBFNmV0Bzc,Turtles All The Way Down | Official Trailer | Max,Turtles All The Way Down,"['Drama', 'Romance']","AZA HOLMES:
Your body is nothing but a host  to a massive collection
 of parasitic organisms ready to cause infection,
ready to cause infection, ready to cause infection.  You can feel them living  and breeding
 and dying inside of you. -Aza.
-Yeah. Yeah? Thought spiral? ♪ (""BAD GUY""
BY BILLIE EILISH PLAYS) ♪ What are you thinking? This water has to be
like 50 percent urine. That's the good half. Sorry. I was thinking it's not fair. Aza, plenty of people
with anxiety disorders  have fulfilling
 romantic relationships. -Hi.
-Hi. DAISY RAMIREZ: You and Davis
 used to be friends. AZA: For one summer at camp. Look at you!
You're literally aglow! Even if I was, I can't date anyone.
You know that. I don't know that.
Why can't you?  ♪ I'm the bad guy ♪ AZA: You're sweating.  They probably think
you're just a sweaty freak. You can't have a boyfriend.
 You can't go to college.  You can't even control
 your own brain. ♪ (MELANCHOLY MUSIC PLAYS) ♪ He must think I'm really crazy. No, he doesn't. New things aren't exactly
my strong suit. I'm sort of a new thing,
and you're doing fine with me. DAISY: I swear to God,
 he's so smitten. How do you know? Because I have eyes. DAVIS PICKETT: How come it's
so easy for me to talk to you? AZA: Maybe because our hearts
are broken in the same places. Being intimate is intimidating
for everyone. DAISY: I bet that
if you guys actually kissed, you would not be
thinking about-- Eighty million microbes. DAISY:
Aza, for once in your life,  do not overthink this. ♪ (INSPIRING MUSIC PLAYS) ♪ Hey. Is everything okay? DAISY:
What is going on with you? Imagine being stuck
in my head all the time with no break, no way out! Watch out! ♪ (MUSIC SOFTENS) ♪ AZA: A lot of my thoughts  don't even feel like
 they're mine. Like I'm not the real me. We can just take things
really slow. You won't feel that way forever. But it's not forever. It's now. ♪ (MUSIC BRIGHTENS) ♪ AZA:
Do you think I'll ever be able to actually be with someone? DAISY: You're the most
 fascinating person  I've ever known. I love you. GINA HOLMES:
Everything's gonna be okay.  You know why?
Because you never give up.  That's one of the things
 I love about you. No matter how scared you are,
you never stop trying.",407
TBlTMBY19-0,Kingdom of the Planet of the Apes | Raka,Kingdom of the Planet of the Apes,"['Science Fiction', 'Adventure', 'Action']","RAKA
Many generations ago, Caesar was our leader. Apes and humans lived side by side. Impossible as that may seem. Humans lost their dominance... ...and their ability to speak. PROXIMUS CAESAR
Pull! NOA
Why do they hunt her? RAKA
She is important. [roars] MAE
I have a name. Mae.",49
EySdVK0NK1Y,The Fall Guy | Official Trailer 2,The Fall Guy,"['Action', 'Comedy', 'Adventure']","- [Colt] That's me, Colt Seavers, and this is my hero's journey. - Can we just start from the top? ♪ Any way you want it ♪ - [Colt] Okay, I'm not
the hero of this story. ♪ That's the way you need it ♪ I'm just a stunt guy,
♪ Any way you want it ♪ trying to look cool in front
of the director of this movie. That's her, who I just so
happen to have a major crush on. - We need to keep it super profesh. - Cool. Do you wanna make out? - Nope. - 'Cause I don't either, it's
not what I'm into right now. - Making out.
- Yeah. - What are you into? - Talking. - Yeah. - [Colt] There's just one little wrinkle. - [Gail] The star of the movie. - [Colt] Tom, Tom, Tom, Tom Ryder. - Is missing. We need you to find him. - Why me? - You're a stunt man, no one's gonna notice
whether you're here or not. No offense. - I mean, some taken. Tom? - [Gail] Full disclosure, he has fallen in with some shady people. - Just checking in on you. - [Gail] And they're not gonna
like you sniffing around. - I'm just a stunt guy! - This is insane, man. Uh huh. - [Colt] We got drugs,
bad guys, and murder. - What's an ice crime? - Are you saying ice cream or ice crime? - Ice crime. - Okay, it's just with
your accent, it's hard. I'm not reporting an ice cream. - Yes, no, I get that. - [Colt] Okay. ♪ Any way you want it ♪ - This is an epic story, ♪ That's the way you need it ♪ of cosmic proportion. - [Actor] Stop! - The bad guys are closing in? - We're gonna hide you. - Nope, we're gonna beat the shit of them. I never forget a fist. I don't mean it like that. - Nothing like a good twist. - Who doesn't love a twist? - Let's make some trouble. - Get outta my head. - Stay alive, no matter what. - We're gonna beat the shit outta them. - No. I have a better idea. - You wanna drive? Okay, maniac. - This stunt man's crazy. ♪ Any way you want it ♪ ♪
That's the way you need it ♪ - We're gonna surround them. - And we beat the shit out of them. Shit. - One last stunt, going
down in a blaze of glory. ♪ Oh, she said, any way you want it ♪ ♪ That's the way you need it ♪ - We need a big finale. - [Jody] How many takes
do you have of that? - I've got five takes. - So big. - [Editor] Yeah. ♪ Any way you want it ♪",477
lmN1Op8ygno,The First Omen | Official Trailer | 20th Century Studios,The First Omen,['Horror'],"LAWRENCE
You don't have to be afraid. God has great plans for you. This child is His way. MARGARET
There's this girl... ...at the orphanage. I think that she really needs
someone to look out for her. SILVIA
Carlita... ...suffers from a touch of madness. FATHER BRENNAN
You must be very careful, Margaret. Bad things will start to happen around her. Evil things. ANJELICA
It's all for you. MARGARET
No, no, don't. What does any of this have to do with Carlita? FATHER BRENNAN
This church has maintained power for thousands of years. They will stop at nothing to keep it that way. How do you control people who no longer believe? You create something to fear. I believe the girl is to be the mother. MARGARET
The mother of what? FATHER BRENNAN
It's the mark of the Devil. MARGARET
Hey! It's not real. It's not real. It's not real. It's not real.
It's not real. ANJELICA
What's not real? MARGARET
Who said that? LAWRENCE
This... is very real.",169
84TouqfIsiI,Split Official Trailer 1 (2017) - M. Night Shyamalan Movie,Split,"['Horror', 'Thriller']","Hey! Pardon me, Sir. I think you have the wrong car. What are we doing here? What the hell is going on? I was sent to get you for a reason. Open the door! No! There's a flower on the pillows. A flower in the bathroom. Like we're important. The only chance we have is if all three of us go crazy on this guy. Who is that? Maybe she can help us. We're here! Help us! We're in here! Don't worry. He's not allowed to touch you. He knows what you're here for. He listens to me. My name's Hedwig. How old are you? Nine. I've never seen a case like this before. Twenty-three identities live in Kevin's body. Who are you? Help me get out of here, Hedwig. You try and trick... I'll tell on you. Aren't you the clever one? An individual with multiple personalities... ...who can change their body chemistry... ...with their thoughts. Someone's coming for you. Who's coming? The Beast. There's a man here. He abducted us and he's going to kill me. We're meant for something. Something horrible. The world will understand now. The Beast is real. He's done awful things to people. And he'll do awful things to you.",206
XTvqmdXQ3CU,Nadikar - Official Teaser | Tovino Thomas | Lal Jr. | Soubin Shahir | Yakzan Gary Pereira |Neha Nair,Nadikar,"['Comedy', 'Drama']",[Applause] Superstar David [Music] P what's next no phones no calls no Cinema just boo [Music] dance and [Music] [Music] finally Instagram [Music] follow,24
L0yEMl8PXnw,AAVESHAM Official Teaser | Jithu Madhavan | Fahadh Faasil | Sushin Shyam,AAVESHAM,['Drama'],"Bro... How did Ranga become such a big deal? During his school days, he joined a relative's juice shop as a part-time worker. Goons were hanging around there,
ready to stir up trouble. With tools! Then? Bro leapt onto their shoulders,
hopping from one to another, one to another,
one to another and reached their boss. He stabbed him
over and over and over and over, until he died. What then, Amban?! Give me a minute! Ranga bro came sprinting and he flips! Ranga is one hell of a rowdy! His entry itself is quite the spectacle! The moment he whips out his dagger... One slash right across the neck! -Did you see it, Amban?
-Well, I didn't. But the one who saw it described it
with the same impact. Hey buddy... Ranga! I'll gather local support and definitely pay back for this! 'Aavesham' Cut it out, bro. Don't make me laugh!
I’ll start spilling blood.",156
uGXB1PFg7E0,"Amar Singh Chamkila | Official Trailer | Imtiaz Ali, A.R. Rahman, Diljit Dosanjh, Parineeti Chopra",Amar Singh Chamkila,"['Drama', 'Music']","The Chamkila. The Elvis of Punjab. Known worldwide for his vulgar songs. And you can't get your head round it. Let me explain. I knit socks at a factory. Although music plays in my mind 24/7, I have to knit socks. Who are you? I’m a nobody today. -But you'll be famous soon?
-Yes. Amar Singh, Chamkila! He announced my name wrong. It's Sangila. Go on now. Who’s going to remember your name tomorrow. I know something for sure, I know what people want to hear. What they enjoy. And I can give them that. He needed a partner. I mean, for shows. As a singer. Have you heard any of my songs? You have. And then it happened. They sang a lot of songs and they became a hit pair. What you’d mentioned earlier, it happened now. Other artists are great, but you are our own, Chamkila! His music is selling a lot. He writes such nonsense about women. Why don’t you stop him? Come out Chamkila, Come out! I've summoned you here for a warning. You sing vulgar songs, Chamkila. They are shooters. Their job is to shoot. So, they will shoot. We are singers. Our job is to sing. So, we will sing. I've always wanted to see myself on the silver screen. I wanted to be a hero. Really? Me too. That's what all Punjabis want.",230
cVyNeDYu9Kk,"Kill (2024) Official Teaser Trailer -  Lakshya, Tanya Maniktala, Raghav Juyal",Kill (2024),['Action'],"(locomotive whooshing) (train bells ringing)
(music intensifies) - Welcome. Please prepare for departure. We hope you have a safe pleasant and delightful journey ahead. Thank you.",26
wyEOwHrpZH4,The Gentlemen | A Guy Ritchie Series Official Trailer | Netflix,The Gentlemen,"['Action', 'Crime', 'Comedy']","I didn't ask for any of this. The title has no practical value. The business is broken. There are holes in the roof,
the staff are revolting, and you, brother, are a coke-sniffing cunt. Allow me to introduce myself. I used to be in business
with your father. I have certain interests
I need to discuss with you. Now, what happens down there? Must have come as a shock, inheriting a house, title. As the new landlord, you will receive
a significant amount of money in return for letting us
carry out our activities. You's, like, a duke, innit? What the f…? People either survive in the jungle or exist in the zoo. What do you think, John? I think you should fuck off
back to your country house and wank off your spaniel. I'm gonna remove their interest
from this estate. I didn't create this problem.
I'm trying to help you deal with it. No one walks away. And it's down to you
to keep him under manners. These are serious people. Although they appear
to be house-trained, don't be deceived by the facade. So in order to stop ourselves
being associated with criminals, we are going to become criminals? We're not criminals, Freddy. Welcome to the jungle. Lapsang souchong.",211
D_uFgmH_kfQ,ATLAS | Official Teaser | Netflix,ATLAS,"['Action', 'Science Fiction']","Do you copy? Do you copy?! Mayday… Drop it! Oh God. Altitude warning. -Fire thrusters?
-Yes, fire thrusters! Fire thrusters now! Mission Control. This is Atlas Shepherd. Can you hear me?",31
2w_K3CB8PuE,Elio | Teaser Trailer,Elio,"['Animation', 'Family', 'Adventure', 'Science Fiction', 'Comedy']","NARRATOR
For centuries NARRATOR
we have called out to the Universe NARRATOR
looking for answers. NARRATOR
The Universe... NARRATOR
...calls... NARRATOR
...back. MAJOR OLGA SOLÍS
""Bring us your leader–"" MAJOR OLGA SOLÍS
[Gasps] [Static whirring] ELIO
Hi, can you hear me? MAJOR OLGA SOLÍS
Honey, now is a really bad time. ELIO
Okay. ELIO
Bye. I love you. [Repeating distortedly] ELIO
This is new. ELIO
[Gasps] [Loud whirring] ELIO
Ah. ELIO
No. ELIO
Ah no. No, no, no! ELIO
No, thank you! ELIO
Whoa! OOOOO
Please state the name of your home world. ELIO
Uhh-Earth. AMBASSADOR QUESTA
Welcome leader of ""Uhh-Earth"". AMBASSADOR TURAIS
We are the United Advanced Species AMBASSADOR TURAIS
of the Universe. ELIO
I think there's been a mistake. AMBASSADOR TURAIS
You're not the leader of Uhh-Earth? AMBASSADOR HELIX
Sorry for the mix up. [Buzzer sounds] AMBASSADOR GRIGON
Commence memory wipe. ELIO
No! Wait! ELIO
I am the leader of Earth. AMBASSADOR TEGMEN
Why is your voice different? ELIO
I have always talked like this, ELIO
since I was a kid, ELIO
which I'm obviously not anymore. ELIO
But yes, I run the planet. AMBASSADOR GRIGON
The trial of Uhh-Earth can proceed. ELIO
Uh-oh. AMBASSADOR HELIX
Until then, as you say on Uhh-Earth... AMBASSADOR HELIX
""Okay. Bye. I love you."" AMBASSADORS
Okay. Bye. I love you. ELIO
Uh... AMBASSADOR GRIGON
You're the talk of the Communiverse. ELIO
If Mom could see me now. AMBASSADOR GRIGON
I know what you mean. AMBASSADOR GRIGON
I ate my mother at birth. AMBASSADOR GRIGON
But in moments of great success, AMBASSADOR GRIGON
I regret it. ELIO
That's a... thing for your species? AMBASSADOR GRIGON
No, just a me thing. AMBASSADOR GRIGON
Everyone was shocked. ELIO
[Chuckles nervously]",285
bvDArsKoTOE,TAROT  – Official Trailer (HD),TAROT  –,"['Horror', 'Thriller']","[scream] [cards shuffling] Voices:
Welcome to the circle. Voices:
One more at the heart. Voices:
With this final card, Voices:
Your meeting will start. Elise:
That’s terrifying. Yeah. This whole deck’s kinda strange. Haley:
Where did you find them? [whispers] It’s an unspoken rule not to use somebody else’s cards. Who cares? Who’s going first? Voices:
Follow one rule to stay out of danger. Hello? Voices:
You’re never to deal with the deck of a stranger. Elise:
What the hell? [scream] [crash] [ladder creaking] [crash] Voices:
The Hermit. Voices:
Magician. Voices:
High Priestess or Death? Voices:
Whose face will you see, Voices:
when you take your last breath? [beeping] [crack] Who’s next?",112
UEJuNHOd8Dw,Rebel Moon — Part Two: The Scargiver | Official Trailer | Netflix,Rebel Moon — Part Two: The Scargiver,"['Action', 'Science Fiction', 'Drama']","Their nightmare is you and I fighting together. You must know… you cannot win. You're all here… because there is nothing
to return to. Dark days lie ahead of us all. We will teach you how to fight. That's impressive. The Scargiver's among them. Those this village holds most dear… I shall destroy them. I have no choice but to fight. The Scargiver herself. Go! Are you truly prepared to allow this to continue
in your name? I'm sorry. I won't allow this place
to die for me.",88
mogSbMD6EcY,3 Body Problem | Official Trailer | Netflix,3 Body Problem,['Drama'],"There must be 30 dead scientists
in the past month. Christ. Another countdown. Has anyone else seen it? What happened to them? Someone or something is targeting scientists. They're going after
our best and brightest. There's someone
behind everything. You just have to dig. Whatever it is, it's watching and listening. We don't know what they are. Maybe we can't know. Do you believe in God? You're scared. You're right to be scared. But we have got one shot, and I need your help! Prepare yourself
for something very strange. They are coming, and there's nothing you can do
to stop them.",102
PhlLO3Nb3sY,Night Swim | Official Trailer 2,Night Swim,"['Horror', 'Thriller']","He kissed me. No, he didn't! When we were fixing up the pool... Ow! They said it hadn't been used in 15 years. Maybe they weren't pool people. This is not for the kids. Used to be scared of pools. Cider, come on, Cider! Getting a vibe here, do
you have a boyfriend? No. Hey, someone's coming over in a minute. Keep your mouth shut. Marco. You need to say something back. Ronin, Marco! Why aren't you saying anything? Polo. My kids have seen things, and I'm worried something
is happening to my husband. Dad? I've been looking for you. There has to be some way to stop this. Marco. Elliot! Marco! Marco! Marco! Marco!",115
GK_C54Q_9QY,The Antisocial Network: Memes to Mayhem | Official Trailer | Netflix,The Antisocial Network: Memes to Mayhem,['Documentary'],"[woman 1] Do we even know?
Who is this 4chan person or website? [man 1] Fifteen years ago,
we were just dumbass kids having a good time
sharing jokes and memes on the internet. [man 2] Their name
comes from their secret website. [man 3] 4chan. [woman 2] It was things you would not see
anywhere else online except for there. There was definitely
a lot of stuff that was... super edgy. [man screaming] [man 4] Being totally anonymous
gave young people the opportunity to vent their thoughts and opinions
without being judged for it. You just wanted another hit.
Viral imagery blasting in your eyeballs. - You didn't want the party to stop.
- [static whining] We started something and never
intended for it to end up this way. [static whining] [woman 2] It did start to shift to people
actually trolling in real life. [man 1] If something drew the ire
of Anonymous, it suffered. [automated voice] Hello,
leaders of Scientology. Anonymous has decided that
your organization should be destroyed. - [yelling] Expect us!
- [man 5 yelling] Expect us! [man 6] What drives user base numbers
and revenue is anger. [man 7] So Facebook or Twitter is making
more money as users are getting angrier. As the internet gets 4chanified, it's easier than ever to make really dark
disgusting or screwed up things, and they can let it
spawn in that environment until it spreads everywhere. [man 8] We've all participated
in undermining reality, but we never wanted things
to turn into a living cartoon. Spread the information.
That's what QAnon asks us to do. This never happened
in the history of the world. And it's all happening
because of the internet. [dark music playing]",288
z6NibtjmjOk,Boy Kills World | Official Red Band Trailer | In theaters April 26,Boy Kills World,"['Action', 'Thriller', 'Science Fiction']","Huh. Lovely. This feels important. This is...
the whole plan. You cannot go in 
guns a-blazing. Security is gonna be
airtight. Deeply confused. I saw this man take
down an entire squad. I did do that. He killed over
a hundred men. Slight exaggeration. With his bare hands. Definitely not true. Hahahaha! Wait. You forget who controls
the narrative. Not exactly how
I planned to go. Deal with him
accordingly.  And... lights! Shit. Rejoice! Fuck. Read my lips... You petulant little shit! Repeat the mantra. I am an instrument shaped for a... Dammit. You gotta admit
that was cool!",99
9eN_AGX8GXk,DAMSEL | Official Teaser | Netflix,DAMSEL,"['Fantasy', 'Action', 'Adventure']","Welcome, Princess. For generations, it has been our task to protect our people. So tonight, you'll join a long line of women who have helped
to build this kingdom. The price is dear, but so, too, the reward.",38
TnGl01FkMMo,The Super Mario Bros. Movie | Official Trailer,The Super Mario Bros. Movie,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']","Mario, Mario, Mario,
Mario, Mario, Mario. All right. Let's-a go. Woo hoo! Oh my, okay. Not sure if you
know who I am, but I'm about to
rule the world. Wow. Yay. But there's one problem. There's a human, has a mustache
just like you. Do you think I know every
human being with a mustache wearing an identical
outfit with a hat with a letter of his
first name on it? Because I don't. Bowser is coming. Together we are going to stop
that monster. How?
Look at us. We're adorable. Oh, I got this. No problem. Yes. Come on, Mario. Our big adventure
begins now. Ah! Get it off, get it off,
get it off. There's a huge
universe out there. Woah. With a lot of galaxies. They're all counting on us. Mario! No pressure. Wahoo!",138
7hRxWGo49oc,Family Guy - The Movie - Trailer,Family Guy,"['Action', 'Adventure', 'Animation', 'Comedy']","Hey there, you. It's me, Peter Griffin. Get ready for something epic because we're bringing Family Guy to life. Now listen up, because I'm about to introduce you to the gang. First we got Lois, my hot and patient wife. Trust me, she's the glue that holds this crazy family together. She's got to be a saint to put up with me. Peter, I swear, if you get us into one more ridiculous situation, I'm going to lose my mind and possibly my faith in humanity. Next up is Meg, my lovely but misunderstood daughter. Poor Meg. Always caught up in some wild mishap. But hey, that's the price you pay for being part of the Griffin clan. I don't really feel like talking right now, OK? And then there's Chris, my lovable but dimwitted son. I swear, sometimes I wonder if there's a brain in there. But hey, he's got a heart as big as a whale. Hello, little sea monkeys. Now hold on to your hats, because we got Stewie, my diabolically genius baby boy. This kid's got a mind sharper than a cheese grater, and he's always up to no good. You know, my hooligan friend, I've been racking my brain in a thus far fruitless attempt to resolve our recent unpleasantness. And of course, we can't forget about Brian, our sophisticated and talking dog. Yeah, you heard me right. A dog that talks. I still don't get it, but hey, he's got some good one liners. My name is Brian. I'm here from the outreach to the Elderly program. Now let's meet the gang. We got Cleveland, the guy with more chill than a freezer aisle, Quagmire, the charmer who can make hearts skip a beat and eyebrows raised like they're on a trampoline. Joe the cop who may be in a wheelchair but can chase down a perp faster than a cheetah on rollerblades. And Herbert, the neighborhood mystery with secrets as juicy as a meatball sub. So there you have it folks. The crazy gang that makes up the Griffin family and our wacky neighbors. Get ready for laughs, absurd adventures and more madness than you can handle. It's going to be one hell of a ride.",373
0ri2biYLeaI,Ripley | Official Trailer | Netflix,Ripley,"['Thriller', 'Crime', 'Drama']","May I ask you
to describe Thomas Ripley? What line of work are you in, Tom? Accounting. You're a very hard man to find. He came to Italy,
moved into Dickie's house. He just wouldn't go away. You like art, Tom? You're in the right place. ""You like art, Tom?
Well, you're in the right place."" Tom is one of those people
who takes advantage of people. He's taking advantage of Dickie. I have no idea
what you're talking about. False IDs, bank letters… What's going on, Tom? You crazy? I don't trust him. He's a liar. It's his profession. The corpse was found
on the Via Appia Antica. Struck on the head
by some heavy instrument. My God. This is what I do for a living. You're interfering. -I'd like you to leave.
-I bet you would. Someone is dead in Rome, and Signore Ripley is missing. This is the situation.",152
ByAn8DF8Ykk,Avatar: The Last Airbender | Official Trailer | Netflix,Avatar: The Last Airbender,"['Animation', 'Action', 'Adventure', 'Fantasy']","The Fire Nation
is embarked on a dark path. And the world might never recover. The world needs the Avatar. It needs you, Aang. Fire Nation's destroyed
everything in their path. If the world is gonna have
any chance, it's gonna need Aang. Right. There goes
the savior of the world. I've chased down
every hint of the Avatar. It's my destiny. I'm not someone
who can stop the Fire Nation. I don't want the responsibility. You don't have to do this alone. You have me, Katara, and a flying ball of fur. What more do you need? The world needs you. Remember what it is
we're really fighting for. The ones we… love. I'm the Avatar,
and I'm gonna save the world with my friends.",126
9ix7TUGVYIo,The Matrix Resurrections – Official Trailer 1,The Matrix Resurrections –,"['Science Fiction', 'Action', 'Adventure']","- Thomas... you seem particularly
triggered right now. Can you tell me
what happened? - I've had dreams that
weren't just dreams. Am I crazy? - We don't use that word
in here. - Hi. - Have we met? ♪ One pill makes you larger and
one pill makes you small ♪ ♪ And the ones that mother
gives you ♪ ♪ Don't do anything at all ♪ ♪ Go ask Alice ♪ ♪ When she's ten feet tall ♪ - Time to fly. ♪ And if you go chasing
rabbits ♪ - If you want the truth,
Neo... you're going to have
to follow me. ♪ And you know
you've gone too far ♪ The only thing that
matters to you is still here. I know it's why
you're still fighting... and why you will never
give up. [ grunts ] - You don't know me. - No? [ yells ] ♪ When logic and proportion have
fallen sloppy dead ♪ ♪ And the White Knight is
talking backwards ♪ ♪ And the Red Queen's off with
her head ♪ ♪ Remember what
the dormouse said ♪ ♪ Feed your head ♪ ♪ Feed your head ♪ - After all these years... to be going back to where
it all started. Back to the Matrix.",216
V6wWKNij_1M,Hereditary | Official Trailer HD | A24,Hereditary,"['Horror', 'Mystery', 'Thriller']","Come on, Peter. Here's your suit. It's heartening to see
so many strange new faces here today. I know my mom would be very touched. And probably a little suspicious. My mother was a very
secretive and private woman. That's grandma. You know you were her favorite, right? Even when you were a little baby. She wouldn't let me feed you
because she needed to feed you. But she was a very difficult woman, which maybe explains me. I recognize you from your mother. What? Sometimes, I swear I
can feel her in the room. She isn't gone. She had private rituals. Private friends. Who's gonna take care of me? You don't think I'm
gonna take care of you? But when you die. She wasn't all together there. At the end. Mom? I don't like this. Dad, I don't like this. What's happening? Peter! Don't you ever raise your voice at me. I am your mother! Please stop! Mom? What's happening? Make it stop! Make it stop! I just don't wanna put any
more stress on my family.",178
VckVviJh8ho,Música - Official Trailer | Prime Video,Música,"['Romance', 'Comedy', 'Music']","Rudy? Are you even listening to me? Hello? I think you can do anything.
I think you could do that, but I also think that
maybe there's a world where you could put all of this creativity
just towards a stable job, or something more consistent
with actual... ...money. Sorry. What? I'm Rudy. Isabella. -Isabella, prazer.
-Prazer. Mom? What? For as long as I can remember, everyday regular sounds,
I turn into rhythm. She's different.
She's beautiful. She's smart. Oh, tell me more. Now, Haley I think wants to… wants to get back together. Tell me less. Honestly, I don't think
you actually know what you want. -I'm figuring it out.
-I know what I want. Tell me.
Tell me what it is. Are you ok? No, I feel like everyone's pulling me
in different directions, including my mom. Aren't the Brazilian girls
the most beautiful? Uh... ...yeah. -What?
-What? -What?! -What?
-What? -What'd you just say? -Uh, ah, I didn't say anything. -I have to go.
-Just give me a second... -I’m sorry, let me just talk… 
-No, Rudy, I have to go. Can I… Come on! ",188
