title,text,genre
The Truth vs. Alex Jones | Official Trailer | HBO,"ALEX JONES: Thank you so much
 for joining us. There is a reported
school shooting in Connecticut.  I said, ""They are going
 to come after our guns. Look for mass shootings."" And then magically, it happened.
This is staged. That's when our world
turned upside down. Again. Alex Jones is the most polarizing figure
 in this nation. It's hard being a white person. SPEAKER: InfoWars was thought of
as a fringe organization. But at its height, more people
were watching than CNN. Unlike controlled media,
I try to tell the truth. The government will not tell you that during increased
radiation levels, you need more iodine. SPEAKER 2: He turned some story
into a need for a supplement. You got parents method acting. The green screens and the lies.
 It's not real. What do you mean
this didn't happen? SPEAKER 3: It started less than
48 hours after the shooting, and then it grew exponentially. JONES: We need to analyze
 all these videos now. SPEAKER 4:
Emails, letters threatening us. SPEAKER 5: It was a contagion
spreading to billions of people. And it was only getting worse. And that's when I filed
the lawsuit against Alex Jones. -BAILIFF: All rise.
-JONES: This is a show trial. The most egregious case of
defamation in American history. Seventy-five million people
 believe that Sandy Hook  -was staged.
-(SIGHS) I believe they're being
fed and manipulated. You believe everything you say
is true, but it isn't. SPEAKER 6: Let's talk about
InfoWars' business model. You put out a story,
it gets people's attention. JONES: Go to infowarsstore.com. SPEAKER 7: InfoWars is actually
an infomercial, right? SPEAKER 6: These families
 have been hunted. And Jones is getting rich
 off it.  It's just so obvious
 what they're doing. That's how he runs his empire.
And that needs to be stopped. JUDGE: You must tell the truth
 while you testify. JONES:
I believe I told the truth. This is a kangaroo court. This is a political action.
 It's a witch hunt. This is not your show. The ladies and gentlemen of
the jury have reached a verdict. I hope to accomplish
and era of truth. Please.",['Documentary']
The First Omen | Official Trailer | 20th Century Studios,"LAWRENCE
You don't have to be afraid. God has great plans for you. This child is His way. MARGARET
There's this girl... ...at the orphanage. I think that she really needs
someone to look out for her. SILVIA
Carlita... ...suffers from a touch of madness. FATHER BRENNAN
You must be very careful, Margaret. Bad things will start to happen around her. Evil things. ANJELICA
It's all for you. MARGARET
No, no, don't. What does any of this have to do with Carlita? FATHER BRENNAN
This church has maintained power for thousands of years. They will stop at nothing to keep it that way. How do you control people who no longer believe? You create something to fear. I believe the girl is to be the mother. MARGARET
The mother of what? FATHER BRENNAN
It's the mark of the Devil. MARGARET
Hey! It's not real. It's not real. It's not real. It's not real.
It's not real. ANJELICA
What's not real? MARGARET
Who said that? LAWRENCE
This... is very real.",['Horror']
Ripley | Official Trailer | Netflix,"May I ask you
to describe Thomas Ripley? What line of work are you in, Tom? Accounting. You're a very hard man to find. He came to Italy,
moved into Dickie's house. He just wouldn't go away. You like art, Tom? You're in the right place. ""You like art, Tom?
Well, you're in the right place."" Tom is one of those people
who takes advantage of people. He's taking advantage of Dickie. I have no idea
what you're talking about. False IDs, bank letters… What's going on, Tom? You crazy? I don't trust him. He's a liar. It's his profession. The corpse was found
on the Via Appia Antica. Struck on the head
by some heavy instrument. My God. This is what I do for a living. You're interfering. -I'd like you to leave.
-I bet you would. Someone is dead in Rome, and Signore Ripley is missing. This is the situation.","['Thriller', 'Crime', 'Drama']"
MADAME WEB – Official Trailer (HD),"♪ What do you want from me?♪ ♪ Why do you care for me?♪ ♪ Why do you know?♪ Hey! Come on. Get your stuff. Let's go. (Deep breath) (Screaming) Let's try that again. A week ago, I spent
my life racing against time. I'm gonna help you out today, okay? Trying to save people
who were running out of it. Cassie! Until one moment... ...changed everything. Come on! Welcome back to the land of the living. I don’t understand what’s happening. I've been having visions. I knew he was gonna die. I think I'm seeing the future. New York City is a whole
new level of crazy these days. ♪What do you want from me?♪ (Screaming) (Screaming) ♪What do you want?♪ New York City is a whole
new level of crazy these days. This is an emergency. Get off the train. That man's trying to kill you. Why? Who are you? What is going on? I can see the future. Oh. What the hell? She didn't see that coming? That's not how it works. I've seen that man before. So who is he? Ezekiel Sims. He was in the Amazon with my mom when she was researching spiders right before she died. Wait, I recognize you.   You live in my building. You're the paramedic. Yeah, you almost ran me over. You don't think this is
weird, how we're all connected? It's honestly like the least
weird thing that's happened all day. ♪What do you want from me?♪ You have no idea what those girls become.  ♪Why don't you run from me?♪ I think he can see into the future. ♪What do you want from me?♪ He's trying to change what happens. ♪What do you want?♪ Julia, get down! ♪Why aren't you scared of me?♪ ♪Why do you care for me?♪ Your future was almost so different. ♪Where do we go?♪ If you want to
live, you have to trust me. Get ready. Now! You're showing off. Maybe a little.","['Action', 'Fantasy']"
YODHA - OFFICIAL TEASER | Sidharth Malhotra | Raashii Khanna | Disha Patani | Sagar & Pushkar,"Ladies and gentlemen, the plane 
has eight emergency exits and if you don't wish
to fall out remain seated with your
seat belts fastened. There's a storm up ahead. The pilot has squawked 7500.
It's an official hijack now. Who's the on-flight commando?","['Drama', 'Action']"
Scoop | Official Trailer | Netflix,"An hour of television
can change everything. Three women and a whippet? Wouldn't have seen that
in a BBC studio when I started. Allegations surrounding
Jeffrey Epstein include his friend Prince Andrew. Sam, let's start pushing the Palace.
I want it for us. You're chasing a story
we're never gonna get. This is the work. My job… is booking
the people we can't just call up. Hello, everyone. You have a problem
that won't go away. We're looking at options. There is a red line. I've never been smuggled
into a palace before. If I do an interview,
the question is, why you? With respect,
you know how people see you. Spell it out. Randy Andy… ""With respect""? Everything has changed.
The FBI are raiding Epstein's home. You can't stay silent. South drawing room,
two chairs, six feet apart. It's like a western. Make no mistake,
if we don't get the tone right, the story won't be him. It'll be us. Your Royal Highness. Tomorrow night,
in an unprecedented interview, we will hear from the Duke himself. You know, I thought
that all went very well. All across the world, every paper, on every news channel,
this is the story. Go away! This is only going to get bigger. This interview, does it matter? Yeah, it matters.",['Drama']
Kingdom of the Planet of the Apes | Exclusive IMAX® Trailer,"GORILLA
[roar] GORILLA
[growl] Spread out.  Right. [grunts] GORILLA
[grunt] This way. Find her! GORILLA
I know...she here! [growls] NOA
Raka! Nova! APE
Come out! GORILLA
I smell you! NOA
Raka! ♪♪ NOA
Hi-yah! Hah!  Hi-yah! GORILLA
[roar] RAKA
There was a time... ...when humans and apes
lived side by side. But it ceases... ...to exist. ♪♪ NOA
Apes hunt humans... ...that is the law. But the law is wrong. PROXIMUS CAESAR
You choose humans? Over apes? MOM
Run, Noa! PROXIMUS CAESAR
Together, you will die. NOA
He stole my village. I will find them.
I will bring them...home. ♪♪ NOA
We will save them, together.","['Science Fiction', 'Adventure', 'Action']"
Beverly Hills Cop: Axel F | Official Teaser Trailer | Netflix,"I almost admire you. Still on these streets. Running and gunning. I'm just amazed it doesn't get to you. Watch your ass out there, okay? I'm gonna be fine.
They love me in Beverly Hills. Detective Foley,
you ever read your own file? Shootouts, disturbing the peace, it's a lot. Please tell me
you didn't get arrested again. Twice, but I broke out. We put our lives on the line, everyday, and for what? It comes with the job
if you're doing it right. Ya bitch! -Axel.
-Axel. Axel! So, how many people
have you pissed off so far? I haven't pissed off anybody! -Yeah.
-50-50. -50-50?
-Is it that high? -So far.
-Wow.","['Action', 'Comedy', 'Crime']"
Mean Girls | Official Trailer (2024 Movie),"Oh, hell no! B----, move. Hey! PG-13, please. - What was that?
- Oh lord, it’s the queen bee. Regina George. Don't look her in the eye! You could be really hot... ...if you change like, everything. Welcome to health and human sexuality. We will be getting into abstinence, of course,
then followed by in the spring, condoms and choking. You're learning things now that I don't know how to teach. Are you okay in there? We’re concerned you’re either doing drugs or having a toilet baby. Ew. We as women have to be able to support each other. Get in, loser. Welcome, Cady. You're never going to believe what I found this morning. Your burn book. Mom, go make snacks. For sure. For sure, Regina, yeah. Do you like gum? - Sure.
- Oh, no, I don't have any. I was just... You're a mess. We will help you Cady. (all screaming) Why are you dressed so scary? It's Halloween. Cady, if you don't dress slutty, that is slut shaming us. That's just unprofessional. What? What's this? We're going to make her pay. What we've done is make Regina hotter and revived the wet look. Dance break. Who wrote all this junk? (crowd gasping) Cady pushed her. Regina really should be lifting through her glutes. Ugh! Look at this thing! - I can’t even see it.
- It’s sexy, like a face breast. Je m'appelle Cady. Incorrect. You have to pick a French name. - Chanel.
- No. Celine Dion. No. Beyoncé.",['Comedy']
Barbie | Main Trailer,"Hey, Barbie. Can I come to your house tonight? Sure. I don't have anything big planned.
Just a giant blowout party with all the Barbies and planned
choreography and a bespoke song. You should stop by. So cool. This is the best day ever. It is the best day ever. And so is yesterday, and so is tomorrow, and every day from now until forever. You guys ever think about dying? Some things have been happening
that might be related. Cold shower. Falling off my roof. And my heels... ...are on the ground. Flat feet! -What do I have to do?
-You have to go... ...to the Real World. You can go back to your regular life or you can know the truth
about the universe. The choice is now yours. The first one. The high heel. You have to want to know, okay?
Do it again. Closer I am to fine -Closer I am to fine
-Closer I am to-- I'm coming with you. Okay. This is the Real World. What's going on?
Why are these men looking at me? Yeah, they're also staring at me. Barbie in the Real World?
That's impossible. If this got out, this could mean
extremely weird things for our world. This would be catastrophic! We haven't played with Barbie
since we were, like, five years old. No one rests until this doll
is back in a box. Humans only have one ending. Get that Barbie! Ideas live forever. No, I won't let you do
just one appendectomy. -But I'm a man.
-But not a doctor. -Can I talk to a doctor?
-You are talking to a doctor. -I need a clicky pen.
-No. -And a sharp thing.
-No. -There he is. Doctor!
-Somebody get security.","['Comedy', 'Adventure']"
I Saw The TV Glow | Official Trailer HD | A24,"I know this might sound crazy. I don't wanna alarm you. Do you remember a TV show
we used to watch together? It was called... ""The Pink Opaque""? Yeah. Do you watch? Each episode, they help each
other fight a new monster from across the county. But it's way too scary for most kids. If we're gonna defeat 'em this time, we're gonna need to
harness the full potential of our shared powers. Sometimes ""The Pink Opaque"" feels more real than real life. Maddy, it was a TV show. Are you sure that's all it was? I like girls. You know that right? Totally. That's fine. What about you? Do you like girls? I think that I like TV shows. (chuckles) It's our destiny. How can I have a destiny? Something is wrong. This isn't how life is supposed to feel. Tell me you know it's true. Maddy, it, it's just the suburbs. Seems like you're always
somewhere else lately. Maddy disappeared without a trace. All they found was her TV set burning in the backyard. I told myself I made the right choice. What if I really was someone else very far away on the other
side of the television screen?","['Drama', 'Horror']"
Avatar: The Last Airbender | Official Trailer | Netflix,"The Fire Nation
is embarked on a dark path. And the world might never recover. The world needs the Avatar. It needs you, Aang. Fire Nation's destroyed
everything in their path. If the world is gonna have
any chance, it's gonna need Aang. Right. There goes
the savior of the world. I've chased down
every hint of the Avatar. It's my destiny. I'm not someone
who can stop the Fire Nation. I don't want the responsibility. You don't have to do this alone. You have me, Katara, and a flying ball of fur. What more do you need? The world needs you. Remember what it is
we're really fighting for. The ones we… love. I'm the Avatar,
and I'm gonna save the world with my friends.","['Animation', 'Action', 'Adventure', 'Fantasy']"
The Truth vs. Alex Jones | Official Trailer | HBO,"ALEX JONES: Thank you so much
 for joining us. There is a reported
school shooting in Connecticut.  I said, ""They are going
 to come after our guns. Look for mass shootings."" And then magically, it happened.
This is staged. That's when our world
turned upside down. Again. Alex Jones is the most polarizing figure
 in this nation. It's hard being a white person. SPEAKER: InfoWars was thought of
as a fringe organization. But at its height, more people
were watching than CNN. Unlike controlled media,
I try to tell the truth. The government will not tell you that during increased
radiation levels, you need more iodine. SPEAKER 2: He turned some story
into a need for a supplement. You got parents method acting. The green screens and the lies.
 It's not real. What do you mean
this didn't happen? SPEAKER 3: It started less than
48 hours after the shooting, and then it grew exponentially. JONES: We need to analyze
 all these videos now. SPEAKER 4:
Emails, letters threatening us. SPEAKER 5: It was a contagion
spreading to billions of people. And it was only getting worse. And that's when I filed
the lawsuit against Alex Jones. -BAILIFF: All rise.
-JONES: This is a show trial. The most egregious case of
defamation in American history. Seventy-five million people
 believe that Sandy Hook  -was staged.
-(SIGHS) I believe they're being
fed and manipulated. You believe everything you say
is true, but it isn't. SPEAKER 6: Let's talk about
InfoWars' business model. You put out a story,
it gets people's attention. JONES: Go to infowarsstore.com. SPEAKER 7: InfoWars is actually
an infomercial, right? SPEAKER 6: These families
 have been hunted. And Jones is getting rich
 off it.  It's just so obvious
 what they're doing. That's how he runs his empire.
And that needs to be stopped. JUDGE: You must tell the truth
 while you testify. JONES:
I believe I told the truth. This is a kangaroo court. This is a political action.
 It's a witch hunt. This is not your show. The ladies and gentlemen of
the jury have reached a verdict. I hope to accomplish
and era of truth. Please.",['Documentary']
#Martin - Teaser [4K] | Dhruva Sarja | AP Arjun | Uday K Mehta,Such a cruel man... I am seeing for the first time ! And what is more dangerous than that is... He is an Indian ! You think you are strong... And I know I am strong !,"['Drama', 'History']"
The Sympathizer | Official Trailer | Max,"Welcome to the world
of spy craft. What are you concealing? ♪ (CURIOUS MUSIC PLAYS) ♪ THE CAPTAIN:
 Biracial, bilingual.  I was a synthesis
 of incompatibilities.  So, what did I do? Welcome to the world
of spycraft. THE CAPTAIN: Saigon, 1975. I was a man of two faces. SPEAKER: You are
the only one I can trust. THE CAPTAIN:
 The war was ending.  And I awaited
 my new assignment. -My protégé.
-Jesus! So, where are we going? To the next harbor
on your CIA voyage. America.  By the time
 I'm through with you,  you'll be able
 to blend in with  the Harvard rowing crew. Let's get down!
Let's get funky! SPEAKER 2: You play
your part without a flaw. What are you concealing? SPEAKER 3:
(SPEAKING IN VIETNAMESE) Old friend.  We sent you to America
so you could be our mole.  Remember our mission. THE CAPTAIN:
(SPEAKING IN VIETNAMESE) SPEAKER 4: There's
a communist sleeper agent  right under our nose. Believe it or not,
your name came up once. SPEAKER 5:
(SPEAKING IN VIETNAMESE) SPEAKER 6: The success
of any classified operation  rests largely
 on how classified  it manages to remain. Don't you agree? ♪ (MUSIC INTENSIFIES) ♪ How did you become this? Waste them! THE CAPTAIN: I don't know
if I can go on like this. SPEAKER 7:
(SPEAKING IN VIETNAMESE)","['Action', 'Drama', 'Thriller']"
Horizon: An American Saga | Trailer 1,"♪♪♪ - You and I are standing guard on one of the last great
open spaces. These people think that if
they're tough enough... smart enough... and mean enough... all this will be theirs
someday. There's no army of
this earth... that's gonna stop
those wagons coming, little as they're wanted. ♪♪♪ [wood rattling] [knife zips, hits wood] [bullets flying]
[girl shrieks] - Get them out of here! - Get in, quick. Quick. Come on! - It's all right.
I'm gonna be with Dad. - No. No, no! [woman vocalizing] - All I'm trying to do is get as many of us
as I can as far as I can. ♪♪♪ - I'd just like to have
a drink tonight with someone who knows
how to act. - You're not taking the
full measure of this, Mary. I know the man I met
was on his way to kill everyone
in that house and he might as well
have been walking out to get the mail
for all it bothered him. ♪♪♪ - Breathe, baby.
Breathe, baby. ♪♪♪ - What you build,
they will burn down. ♪♪♪ - You use that much this year? - Haven't had much need
of it yet. - [chuckles] Looks like we got ourselves
a bad man right here. ♪♪♪","['Western', 'Drama']"
The Gentlemen | A Guy Ritchie Series Official Trailer | Netflix,"I didn't ask for any of this. The title has no practical value. The business is broken. There are holes in the roof,
the staff are revolting, and you, brother, are a coke-sniffing cunt. Allow me to introduce myself. I used to be in business
with your father. I have certain interests
I need to discuss with you. Now, what happens down there? Must have come as a shock, inheriting a house, title. As the new landlord, you will receive
a significant amount of money in return for letting us
carry out our activities. You's, like, a duke, innit? What the f…? People either survive in the jungle or exist in the zoo. What do you think, John? I think you should fuck off
back to your country house and wank off your spaniel. I'm gonna remove their interest
from this estate. I didn't create this problem.
I'm trying to help you deal with it. No one walks away. And it's down to you
to keep him under manners. These are serious people. Although they appear
to be house-trained, don't be deceived by the facade. So in order to stop ourselves
being associated with criminals, we are going to become criminals? We're not criminals, Freddy. Welcome to the jungle. Lapsang souchong.","['Action', 'Crime', 'Comedy']"
The Flash - Official Trailer 2,"♪♪♪ - I lost my parents. That pain... ...made me who I am. I spent a lifetime trying to
right the wrongs of the past... ...as if fighting crime
would bring my parents back. You actually did it. ♪♪♪ - I can't imagine
what you've been through. - I love you, Monkey.
- [laughter] - You lost
both parents in one day. - Barry! Call 911 now! - I went back in time
to save my parents. But instead... I completely broke the universe. - If you went back
and changed the past... - This world must die. - ...you changed the future. - Do you know
what this symbol stands for? - It means hope, right? ♪♪♪ - I will help you fight Zod. ♪♪♪ - You want to get nuts? - [wings flapping, chirping]
- Let's get nuts. ♪♪♪ - I have to undo what I did. - These scars we have... make us who we are. We're not meant to go back
and fix them. Don't let your tragedy
define you. - [screaming] - What did you do?! ♪♪♪ [grunts] ♪♪♪ - No matter what we do...
- [screaming] ...we're not gonna be able
to fix this. - No! Nobody dies! ♪♪♪ [wind whistling] ♪♪♪ - You're strapped
to your parachutes. - Where's yours? Whoo!
[yells] ♪♪♪","['Action', 'Adventure', 'Science Fiction']"
TAROT  – Official Trailer (HD),"[scream] [cards shuffling] Voices:
Welcome to the circle. Voices:
One more at the heart. Voices:
With this final card, Voices:
Your meeting will start. Elise:
That’s terrifying. Yeah. This whole deck’s kinda strange. Haley:
Where did you find them? [whispers] It’s an unspoken rule not to use somebody else’s cards. Who cares? Who’s going first? Voices:
Follow one rule to stay out of danger. Hello? Voices:
You’re never to deal with the deck of a stranger. Elise:
What the hell? [scream] [crash] [ladder creaking] [crash] Voices:
The Hermit. Voices:
Magician. Voices:
High Priestess or Death? Voices:
Whose face will you see, Voices:
when you take your last breath? [beeping] [crack] Who’s next?","['Horror', 'Thriller']"
Janet Planet | Official Trailer HD | A24,"Can I hold your hand? It's kind of hard for me to fall asleep when we're holding hands. How about for a minute? You know what's funny? What? Every moment of my life is hell. You actually seem very happy to me a lot of the time. It's hell. I don't think it'll last though. I'm actually pretty unhappy too. Wayne has a migraine. You had a headache yesterday. He thinks maybe I transferred it to him. So, what do you do for fun, Lacy? Wouldn't you rather be
hanging out with your friends? I don't have any friends. Why?
I don't know. It's a complete mystery to me. You're a beautiful person, Janet. But objectively, you
do make bad decisions. Well, who knows? Well, you know. I've always had this knowledge that I could make any man fall in love with me if I really tried and I think maybe it's ruined my life. Can you stop? Stop what? Stop trying. Before the universe
existed, there was nothing. And out of nothing came something, bang. Everything changes in an instant. What are we even talking about
when we talk about others? So, what do I do? You want me to tell you what to do? Yes.",['Drama']
GHOSTBUSTERS: FROZEN EMPIRE - Official Teaser Trailer (HD),"♪♪ Weatherman:
I’m telling you, it’s going to be another hot one out there. Weatherman:
In fact there are heat alerts in effect for New Jersey... Weatherman:
feeling like 100 degrees.  ♪It's a cruel, cruel summer♪ ♪Leaving me here on my own♪ (music slows to stop) What is that? (distant thunder) (thunderclap) ♪♪ (screams) ♪♪ Hubert:
For the first time in New York History...  Hubert:
people froze to death in the middle of July.  What is it? The Death Chill. Ray:
The power to kill by fear itself. Ray:
Your veins turn to rivers of ice. Ray:
Your bones crack... Ray:
and the last thing you see... Ray:
is your own tear ducts freezing up. Like literally scared to death? That’s so cool! ♪♪ Whoa ho ho ho ho ho ho!","['Fantasy', 'Adventure', 'Comedy']"
"Heart Of Stone | Official Hindi Trailer  | Gal Gadot, Alia Bhatt, Jamie Dornan | Netflix India","You know what you signed up for. No friends. No relationships. What we do is too important. When governments fail, the only thing left is the Charter. The most highly trained agents. No political leanings. No national allegiances. Working together to keep peace
in a turbulent world. -How many in the welcome party?
-Six of them. Hardly seems fair. Is she developing
a sense of humor? Hey! The Heart is what
gives the Charter its power. It can crash a market
or drop a plane out of the sky. If you own the Heart… you own the world. Jack, I need your help! Plotting exit routes. We've been breached! -What's happening?
-All the systems are offline. We've lost the Heart. And now you'll answer to me. You're compromised. Don't know if you can be trusted. -I'm standing you down, Rachel.
-I don't care. We have no idea
what they're capable of. -I need to shut it all down.
-Showtime! You think you know everything.
The world is about to see the truth. Heart or no Heart, I'm coming for you. Chance of success just plummeted. Only 'cause you've got
no imagination.","['Thriller', 'Action']"
Tetris — Official Trailer | Apple TV+,"TETRIS TETRIS TETRIS TETRIS TETRIS It's the perfect game. It was the most beautiful thing I'd ever seen. I played for five minutes, I still see falling blocks in my dreams. It's poetry. Art and math all working in magical synchronicity, it's... it's the perfect game. TETRIS TETRIS TETRIS TETRIS TETRIS, I don't get it. It's a combination of tetra, Greek for four, and tennis. Tennis? The Russian inventor he likes tennis. This game isn't just addictive. It stays with you. This is a once in a lifetime opportunity. Henk, only ten other people in the world have seen what you are about to see. It's called the Game Boy. Package it with TETRIS. Can you get us the rights? The Soviet Union has worldwide rights. Nothing gets out easily. I'm gonna go to Moscow. You're walking into a country that still considers America enemy numero uno. Okie Dokie. You sure you don't have to talk to your wife about this first? Pioneers have to bet the house to win. But not literally. Listen, have you ever heard our apartment this quiet before? This is the inventor of TETRIS. Your game is brilliant. I'm gonna make you a millionaire. Mr. Rogers, have you ever negotiated with the Soviets? We're here for TETRIS. What did he say? I don't speak Russian. The most powerful men in Communist Party is watching you and your family. Do you know where your husband is? What the hell is going on? The world is changing and Soviet Union will not be left behind. You want to play with the big boys? This is how the world works. Where is my money? This is insane. We can't protect you. Sometimes you got to forget the rules? ♪Will things ever be the same again♪ GO, GO, GO! ♪It's the final♪ ♪countdown♪ This is criminal. ♪countdown♪ The Soviet Union is about to implode. They're lying, everybody's lying. Go home! The calvary is coming. We don't have time. I have a plan. Alexey Alexey... Woah! Oh, come on you guys are the kings of cliffhangers. Not too bad. ♪It's the final countdown♪","['Thriller', 'History', 'Drama']"
Upgraded - Official Trailer | Prime Video,"Look at that. This is actually a depiction of a swan. But what do you see? What do you feel? I feel…  you don't live here. Ronnie! She could stay here but
I can't get a dog? She's my sister, there's a difference. Yeah, there's a difference. You can have sex in front of a dog. Today's a big day for Ana. They're doing one of those big auctions. If I wanna work at a top art gallery, I gotta get a good recommendation. And there is no better recommendation than Claire Dupont's. Good morning, everyone. Erwins clients are about to
walk through that door. And I will not allow them to see
anything less than perfection. You! What’s that massive oil spill
on the back of your shirt? It's not like we work for a sociopathic perfectionist
or anything. Oh god! Hello? It's Claire, your boss. I need an extra assistant. I just got invited to go to
London with Claire Dupont! You're not on this flight. I put you on one that
leaves in four hours in economy. You've just been upgraded. First class?! I'm William. What brings you to London? Our London branch has called in the director of the New York office. Wow. You seem a bit young
to be the director. Yeah. The youngest director
in company history. If you're not too busy being a swanky art director, I would love to take you out. I lied to him about so many things. You are here for work, not for play. I got you the reservation. Tickets for this evening. Gonna invite me inside? Excuse me? What happened to your manners,
Downton Abbey? Mum, she's the director of an auction house in New York. I would like you in charge of my auction. I'm gonna do it. I'm jealous of your
Hannah Montana lifestyle. Ms. Santos... a word, please. You're a New Yorker. And being a New Yorker means...  that you fight every single day. Rocky Balboa said that. Isn’t he from Philly? He moved there... from Brooklyn.","['Romance', 'Comedy']"
Spaceman | Official Trailer | Netflix,"On behalf
of the Euro Space Program, 189 days into your solo journey, Commander Prochazka,
how are you feeling? What I'm doing
is for everyone back home, and that makes me very proud. And your wife, Lenka, of course. I'm sure she's looking forward
to having you home safe and sound. He's not doing well. He misses his wife. Then he shouldn't have left. Six months in isolation,
you start thinking too much. I'm getting interference. I did not intend
to frighten you, skinny human. Do not be afraid. I'm losing my mind. You wish to know if I am real. I am like you. An explorer. Your loneliness intrigued me. Why are you here? I might be of help. I wish to assist you
in your emotional distress. I don't need your help. But you do. You go where I go, and I go
where you go. Right, Spaceman? These are your thoughts. I am simply finding them with you. Everything that begins must end. I'm not allowing that. You go where I go,
and I go where you go. I just want to come home.","['Science Fiction', 'Adventure', 'Drama']"
Premalu | Official Malayalam Trailer | Naslen | Mamitha | April 12 | DisneyPlus Hotstar,,"['Romance', 'Comedy']"
Ae Watan Mere Watan - Official Trailer | Prime Video India,"The British have ruined
our country for good. They control what we see,
think, and speak, and sadly, we are letting them do it. Break the walls of fear
that restrict you, spread the wings of courage,
and soar high. Because the ability to spread
your wings signifies bravery, valor. Do or Die! it doesn’t matter to you 
whether your father lives or dies The British are merciless. They will kill you. The British have robbed us
of the ability to think. That's why you feel that
only they can run our country. Why? There are millions of us, Indians
We will run our country, and we'll throw out all those
who think they are running our country! How can we fight their lies
with mere pamphlets? We need to spread the truth
to expose their lies. How? We will start our own radio station. This is our country's Radio… from somewhere in India. This radio can become our most
powerful weapon against the British. You tell me, what can you
do to help our freedom struggle? I can die for my country, Balbirji. Me too. This is India's final
battle for freedom, and it will not end. Find it. Destroy it. And hang those behind it. Do or Die! -Do or Die!
-Do or Die! I will find the Radio. And the traitors behind it. I never knew… that doing the right thing
would hurt so much. This Radio will now be
the voice of the nation. We need to free our country from slavery. All this must end. You can kill me now… but  as long as I live, I will not
let this Radio die.","['Drama', 'Thriller', 'History']"
Heart of Stone | Gal Gadot | Official Trailer | Netflix,"You know what you signed up for. No friends. No relationships. What we do is too important. When governments fail the only thing left is the Charter. The most highly trained agents. No political leanings. No national allegiances. Working together to keep peace
in a turbulent world. How many in the welcome party? Six of them. Hardly seems fair. Is she developing 
a sense of humor? -Hey!
-Hey! The Heart is what gives 
the Charter its power. It can crash a market or 
drop a plane out of the sky. If you own the Heart... you own the world. Jack, I need your help! Plotting exit routes. We've been breached. What's happening? Our systems are offline. We've lost the Heart. And now you answer to me. You're compromised. Don't know if you can be trusted. I'm standing you down, Rachel. I don't care. We have no idea 
what they're capable of. I need to shut it all down. Showtime! Whoo! You think you know everything, but the world is about 
to see the truth. Heart or no Heart... I'm coming for you. Chance of success just plummeted. Only 'cause you've 
got no imagination.","['Thriller', 'Action']"
The Watchers | Official Teaser Trailer,"[whirring] [piano music playing] [opera singer vocalizing] - Go out at the same time. Yeah, in the same order. [cheering] - Setting the scene.
- WOMAN: Yeah! - Definitely setting the scene. [man's voice fades] [crickets chirping] [classical music continues] [singer continues] [crackling] - MINA: What is this place?
Who are you? - MADELEINE: We're just like you. Lost. - WOMAN: They come every night. They watch us until
the sun rises again. It's a window
on the other side. [voices echoing] [distant trilling
and growling] - They'll be very interested
in someone new. [creaking] [growling] - What is that?
What are they doing? - Applause. For you, Mina. [growling] [growling and chittering] [creature noises echoing] [banging] - Don't you wanna know
what they are? [breathing heavily] - That's impossible. [singer vocalizing continues]","['Mystery', 'Thriller', 'Horror']"
Barbie | Main Trailer,"[soft, playful music] ♪ ♪ KEN:
Hey, Barbie. Can I come
to your house tonight? - Sure. I don't have
anything big planned. Just a giant blowout party
with all the Barbies and planned choreography
and a bespoke song. You should stop by.
- So cool. - ♪ You can find me
under the light ♪ ♪ Diamonds under my eyes ♪ - This is the best day ever.
- It is the best day ever. So was yesterday
and so is tomorrow and every day
from now until forever. [all cheer]
- ♪ I could dance ♪ - Do you guys
ever think about dying? [sound of record scratching] - ♪ When my heart breaks ♪ - Some things have been
happening that might be related. - ♪ When my world shakes ♪ - Cold shower.
Ooh. Falling off my roof...
[screams] And my heels are on the ground. [all gasp] - Flat feet! [retches] [all scream] [upbeat music] - What do I have to do? - You have to go
to the real world. You can go back
to your regular life, or you can know the truth
about the universe. The choice is now yours.
- The first one. The high heel.
- You have to want to know. Okay? Do it again. - ♪ Closer, I am fine ♪ ♪ Closer, I am fi-- ♪
[screams] - I'm coming with you.
- Okay. [upbeat music] ♪ ♪ Wow.
This is the real world. What's going on?
Why are these men looking at me? - Yeah, they're also
staring at me. - [screams] - ♪ You gotta make
your own kind of music ♪ - Barbie in the real world.
That's impossible. - If this got out,
this could mean extremely weird things
for our world. This would be catastrophic! - ♪ Make your own... ♪ - We haven't played with Barbies
since we were, like, five years old.
- Oh. - ♪ Sing your own... ♪ - No one rests until this doll
is back in a box. - ♪ Even if nobody else
sings along ♪ RUTH:
Humans only have one ending. - Get that Barbie! ♪ ♪ <RUTH:
Ideas live forever. - ♪ Make your own
kind of music ♪ DOCTOR: No. I won't let you do
just one appendectomy. - But I'm a man.
- But not a doctor. - Can I talk to a doctor?
- You are talking to a doctor. - And I need a clicky pen.
- No. - And a sharp thing.
- No. - There he is. Doctor. - Somebody get security. - ♪ I'm a Barbie girl
in a Barbie world ♪ WOMAN: It's Barbie,
if you're still in doubt.","['Comedy', 'Adventure']"
